1,2,3,4,5,6,7,8,9,11,38
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
1,2,,,,,,,,,
,,,CLASIFICACION,,,,8,8,,38
CODIGO,CP,FA,LINEA,CATEGORIA,TP,CASA / CCIAL,PRODUCTO,PRESENTACIÓN,IVA,PRECIO
8JALC-01,KNOCK OUT,44666,BIO,JABON ,EX,AGROLOGICA,KNOCK OUT,BIDON X 1 LT,0.19,163971.24948000003
8JALC-03,KNOCK OUT,44666,BIO,JABON ,EX,AGROLOGICA,KNOCK OUT,GARRAFA X 4 LT,0.19,630638.09388000006
1FDVA-03,KRESOXIM METYL 500 WG,45595,PC,FUNGICIDA,DT,DVA,KRESOXIM METYL 500 WG,BOLSA X 1 KG,0,263890.22400000005
1MBIO-52,KRIO SC,45673,BIO,INSECTICIDA,EX,BIO-CROP,KRIO SC,BIDON X 1 LT,0,73700.28
1IACH-01,KSI,44704,BIO,INSECTICIDA,EX,FERTIORGAN,KSI SC,BIDON X 1 LT,0,37726.164000000004
1FBSF-04,KUMULUS WG,45052,PC,FUNGICIDA,AL,BASF,KUMULUS WG,BOLSA X 1 KG,0,23772.566999999995
1FBSF-35,KUMULUS WG,44970,PC,FUNGICIDA,AL,BASF,KUMULUS WG,BULTO X 25 KG,0,553532.5512000001
1IINV-10,KUNFU 100 EC,45496,PC,INSECTICIDA,DT,INVESA,KUNFU 100 EC,CANECA X 20 LT,0,1337614.236
1IINV-08,KUNFU 100 EC,44802,PC,INSECTICIDA,DT,INVESA,KUNFU 100 EC,BIDON X LT,0,75505.5
1FINV-06,KURDO 250 EC,44802,PC,FUNGICIDA,DT,INVESA,KURDO 250 EC,BIDON X LT,0,58050
1FSEI-11,KYNETIC 4,46139,NV,FOLIAR,EX,SEIPASA,KYNETIC 4,BIDON X 1 LT,0,68919.772320000004
1FSEI-12,KYNETIC 4,46139,NV,FOLIAR,EX,SEIPASA,KYNETIC 4,GALON X 5 LT,0,330606.87710400001
2ACPF-03,KAZYME SC,45922,NV,FOLIAR,EX,CAMPOFERT,KZYME SC,BIDON X 1 LT,0,134665.92000000001
1FDTR-01,LALNIX ONIX SC,45720,BIO,FUNGICIDA,EX,LALEMAN,LALNIX ONIX SC,BIDON X 1 LT,0,452716.43531994009
1IDVA-01,LAMDACIHALORINA 250 CS DVA,45595,PC,INSECTICIDA,DT,DVA,LAMDACIHALORINA 250 CS DVA,BIDON X 1 LT,0,126225
1FPRF-29,LANZADOR 500 SC,45052,PC,FUNGICIDA,AL,ADAMA,LANZADOR 500 SC,BIDON X 1 LT,0,43807.360552417049
1BSVC-02,LOMBRILIQ CS ,45436,BIA,ACOND SUELOS,EX,SAVITOL,LOMBRILIQ CS ,BIDON X 1 LT,0,36577.72800000001
1FBSF-31,LONSELOR SC ,45052,PC,FUNGICIDA,AL,BASF,LONSELOR SC ,BIDON X 1 LT,0,350620.64053874998
1IDVA-02,LUFENURON 50 EC DVA,45595,PC,INSECTICIDA,DT,DVA,LUFENURON 50 EC DVA,BIDON X 1 LT,0,58687.200000000012
1IPCA-04,LUFENURON TRUST 50 EC,45520,PC,INSECTICIDA,DT,PRECISAGRO,LUFENURON TRUST 50 EC,BIDON X 1 LT,0,37542.987341772154
1IITR-17,ACARIBOOM,45908,PC,INSECTICIDA,EX,INTEROC,LUMIERE WG,BOLSA X 1 KG,0,225600
1FBAY-51,LUNA TRANQUILITY SC ,45021,PC,FUNGICIDA,EX,BAYER,LUNA TRANQUILITY SC 500,BIDON X 1 LT,0,274530.3702
1IMAG-02,MAGISTER 200 SC,45017,PC,ACARICIDA,DT,MAGRO,MAGISTER 200 SC,BIDON X 1 LT,0,237382.03849999994
1IPRF-13,MALATHION 57% EC,45052,PC,INSECTICIDA,AL,ADAMA,MALATHION 57% EC,BIDON X 1 LT,0,40670.996105307575
1FFDA-06,MANCOZEB FEDEARROZ 430 SC,44939,PC,FUNGICIDA,DT,FEDEARROZ,MANCOZEB FEDEARROZ 430 SC,BIDON X 1 LT,0,28522.653206399995
1ISVC-03,MANTO PELLETS,45797,PC,MOLUSQUICIDA,EX,SAVITOL,MANTO PELLETS,BOLSA X 5 KG,0,305886.40853333334
1AMVR-16,MANVERT AL-LETBIO,45574,NV,FOLIAR,DT,MAGRO,MANVERT AL-LETBIO,BIDON X 1 LT,0,81459.3024
1AMVR-15,MANVERT AMIN,45574,NV,FOLIAR,DT,MAGRO,MANVERT AMIN,BIDON X 1 LT,0,87035.385600000009
1AMVR-06,MANVERT CA,45017,NV,FOLIAR,DT,MAGRO,MANVERT CA,BIDON X 1 LT,0,45457.2
1AMVR-12,MANVERT COMPLEX ARROZ,45574,NV,FOLIAR,DT,MAGRO,MANVERT COMPLEX ARROZ,BIDON X 1 LT,0,60488.380799999999
1AMVR-19,MANVERT CU,45574,NV,FOLIAR,DT,MAGRO,MANVERT CU,BIDON X 1 LT,0,62064.230400000008
1AMVR-18,MANVERT FE,45574,NV,FOLIAR,DT,MAGRO,MANVERT FE,BIDON X 1 LT,0,50427.187200000008
1AMVR-11,MANVERT MG,45017,NV,FOLIAR,DT,MAGRO,MANVERT MG,BIDON X 1 LT,0,46804.08
1AMVR-14,MANVERT MICOUT ,45574,NV,FOLIAR,DT,MAGRO,MANVERT MICOUT ,BIDON X 1 LT,0,126552.84480000001
1AMVR-04, MANVERT MN X 1 LT ,,NV,MICROS,DT,MAGRO,MANVERT MN X 1 LT,BIDON X 1 LT,0,46804.08
1AMVR-13,MANVERT ZN,45574,NV,FOLIAR,DT,MAGRO,MANVERT ZN,BIDON X 1 LT,0,46804.08
1AMVR-17,MANVERT  ALCAFOL,45574,NV,FOLIAR,DT,MAGRO,MANVERT  ALCAFOL,BIDON X 1 LT,0,159942
1OAGS-01,MASAI,45017,NV,FOLIAR,AL,COLINAGRO,MASAI,BIDON X 1 LT,0,61023.541124117655
1OCLN-01,MASAI,45673,NV,FOLIAR,DB,COLINAGRO,MASAI,GARRAFA X 4 LT,0,236769.31355452945
8PCRY-62,MASTER PIECE UNIVERSAL,45909,DPV,POSCOSECHA,DT,CHRYSAL,MASTER PIECE UNIVERSAL,CAJA SACHETS 10 X 1000 UDS,0.19,277906.16875519999
1IACA-01, MOLUSQUICIDA ACAY 5% ,44887,PC,MOLUSQUICIDA,EX,KEM FARM,MATABABOSA MOLUSQUICIDA ACAY 5% GR,BOLSA X 1 KG,0,64367.510016
1IACA-04, MOLUSQUICIDA ACAY 5% ,22/11/2022.,PC,MOLUSQUICIDA,EX,KEM FARM,MATABABOSA MOLUSQUICIDA ACAY 5% GR,BOLSA X 500 GR,0,39573.239904000002
1IACA-03, MOLUSQUICIDA ACAY 5% ,44887,PC,MOLUSQUICIDA,EX,KEM FARM,MATABABOSA MOLUSQUICIDA ACAY 5% GR,BOLSA X 100 GR,0,8818.006800000001
1IACA-02, MOLUSQUICIDA ACAY 5% ,22/11/2022.,PC,MOLUSQUICIDA,EX,KEM FARM,MATABABOSA MOLUSQUICIDA ACAY 5% GR,BULTO X 20 KG,0,1196003.2600200002
1ISYN-18,MATCH 50 EC,45021,PC,INSECTICIDA,DB,SYNGENTA,MATCH 50 EC,BIDON X 1 LT,0,156942.56200000001
3MHOR-06, MEDIDOR CALCIO LAQUATWIN,44873,TN,MEDIDORES,EX,HORIBA,MEDIDOR CALCIO LAQUATWIN,UNIDAD,0.19,2663529.411764706
3MHOR-01,MEDIDOR CONDUCT. LAQUATWIN 2P C,44873,TN,MEDIDORES,EX,HORIBA,MEDIDOR CONDUCT. LAQUATWIN 2P C,UNIDAD,0.19,824705.8823529412
3MHOR-05,MEDIDOR NITRATOS LAQUATWIN,44873,TN,MEDIDORES,EX,HORIBA,MEDIDOR NITRATOS LAQUATWIN,UNIDAD,0.19,2442352.9411764708
3MHOR-02,MEDIDOR PH LAQUATWIN 2P C,44873,TN,MEDIDORES,EX,HORIBA,MEDIDOR PH LAQUATWIN 2P C,UNIDAD,0.19,824705.8823529412
3MHOR-04,MEDIDOR POTASIO LAQUATWIN,44873,TN,MEDIDORES,EX,HORIBA,MEDIDOR POTASIO LAQUATWIN,UNIDAD,0.19,2442352.9411764708
3MHOR-03,MEDIDOR SODIO LAQUATWIN,44873,TN,MEDIDORES,EX,HORIBA,MEDIDOR SODIO LAQUATWIN,UNIDAD,0.19,2442352.9411764708
2FSVC-10,MEKA TECH CE,45436,NV,FERTIRRIEGO,EX,SAVITOL,MEKA TECH CE,BIDON X 1 LT,0,118239.72480000001
6MMAY-01,MELAZA,44789,BIA,ACOND SUELOS,CO,VARIOS,MELAZA,BULTO X 30 KG,0.05,47758.12
1FBSF-05,MELTAFUN EC ,45052,PC,FUNGICIDA,AL,BASF,MELTAFUN EC ,BIDON X 1 LT,0,149415.45018749998
1ACPF-37,MENORES FRUTALES,#N/A,NV,MICROS,EX,CAMPOFERT,MENORES FRUTALES,BOLSA X 1 KG,0,#N/A
1ACPF-36,MENORES FRUTALES,46059,NV,MICROS,EX,CAMPOFERT,MENORES FRUTALES,BOLSAX 10  KG,0,168908.02569348121
1FITR-06,MERIDIAN 500 SC,43203,PC,FUNGICIDA,EX,INTEROC,MERIDIAN 500 SC X 1 LT,BIDON X 1 LT,0,547693.94363043469
1ASUM-02, MERIT AMARILLO ,,NV,FOLIAR,AL,SUMMITAGRO,MERIT AMARILLO,BIDON X 1 LT,0,81648.000000000015
1ASUM-01, MERIT AMARILLO ,,NV,FOLIAR,AL,SUMMITAGRO,MERIT AMARILLO,GARRAFA X 5 LT,0,372898.08
1ASUM-06, MERIT ROJO ,45672,NV,FOLIAR,AL,SUMMITAGRO,MERIT ROJO,GARRAFA X 5 LT,0,382668.58038347529
1ASUM-04, MERIT ROJO ,45672,NV,FOLIAR,AL,SUMMITAGRO,MERIT ROJO,BIDON X 1 LT,0,84941.853210723231
2FSVC-13,MERO BRIO SC,45744,NV,FOLIAR,EX,SAVITOL,MERO BRIO SC,BIDON X 1 LT,0,189046.31040000002
1FSYN-03,MERTECT 500 SC,44985,PC,FUNGICIDA,DB,SYNGENTA,MERTECT 500 SC,BIDON X 1 LT,0,341528.88899999997
1CBIO-02,MEXCLATER,44883,PC,COADYUVANTE,EX,BIO-CROP,MEXCLATER,BIDON X 1 LT,0.19,31279.77
1AMCF-07,MF ACTIVA COBRE,45052,NV,MICROS,DT,MICROFERTISA,MF ACTIVA COBRE,BOLSA X 1 KG,0,64868.427287999999
1AMCF-08,MF ACTIVA HIERRO,45052,NV,MICROS,DT,MICROFERTISA,MF ACTIVA HIERRO,BOLSA X 1 KG,0,50179.376123999988
1AMCF-10,MF ACTIVA MANGANESO,45052,NV,MICROS,DT,MICROFERTISA,MF ACTIVA MANGANESO,BOLSA X 1 KG,0,51756.72389999999
1AMCF-11,MF ACTIVA ZINC,45052,NV,MICROS,DT,MICROFERTISA,MF ACTIVA ZINC,BOLSA X 1 KG,0,53334.071675999992
1AMCF-03,MF ALGAS 500,45052,BIA,BIOESTIMULANTE,DT,MICROFERTISA,MF ALGAS 500,BIDON X 1 LT,0,71004.961114799997
2SMCF-01,MF MAGNOX OXIDO DE MAGNESIO,44679,NV,EDAFICO,DT,MICROFERTISA,MF MAGNOX OXIDO DE MAGNESIO,BULTO X 50 KG,0.19,353280
1CMCF-08,MF REDUX,45052,PC,COADYUVANTE,DT,MICROFERTISA,MF REDUX,BIDON X 1 LT,0.19,24173.441600000002
1CMCF-10,MF REDUX,45052,PC,COADYUVANTE,DT,MICROFERTISA,MF REDUX,CANECA X 20 LT,0.19,418795.94960000011
1CMCF-09,MF REDUX,45052,PC,COADYUVANTE,DT,MICROFERTISA,MF REDUX,GARRAFA X 4 LT,0.19,87059.088480000006
1MORI-02,MICOSPLAG WP ,45017,BIO,INSECTICIDA,DT,ORIUS,MICOSPLAG WP ,FRASCO X 100 GR,0,66667.706250000003
1ACPF-31,MICROFERTIL,45216,NV,MICROS,EX,CAMPOFERT,MICROFERTIL,BULTO X 46 KG,0,151288.60026820042
1ACPF-15,MICROKEL BORO,44966,NV,MICROS,EX,CAMPOFERT,MICROKEL BORO,BIDON X 1 LT,0,37412.453040313558
1ACPF-06,MICROKEL CALCIO BORO,44966,NV,FOLIAR,EX,CAMPOFERT,MICROKEL CALCIO BORO,BIDON X 1 LT,0,35143.173101802728
1ACPF-07,MICROKEL CALCIO BORO,44966,NV,FOLIAR,EX,CAMPOFERT,MICROKEL CALCIO BORO,GALON X 4 LT,0,157117.58311566172
1ACPF-28,MICROKEL CAMPOFLEX CIRCASIA,,NV,MICROS,EX,CAMPOFERT,MICROKEL CAMPOFLEX CIRCASIA,BULTO X 25 KG,0,1125589.835533069
1ACPF-29,MICROKEL CAMPOFLEX COLIBRI,44742,NV,MICROS,EX,CAMPOFERT,MICROKEL CAMPOFLEX COLIBRI,BULTO X 25 KG,0,906380.33740365459
2ACPF-02,MICROKEL CAMPOFLEX ROSA COLIBRI,45125,NV,MICROS,EX,CAMPOFERT,MICROKEL CAMPOFLEX ROSA COLIBRI,BULTO X 25 KG,0,1050289.9752945008
1ACPF-32,MICROKEL CAMPOFLEX TIBA,45239,NV,MICROS,EX,CAMPOFERT,MICROKEL CAMPOFLEX TIBA,BULTO X 25 KG,0,873468.31052429334
1ACPF-16,MICROKEL CU PREMIUM,45017,NV,MICROS,EX,CAMPOFERT,MICROKEL CU PREMIUM,BOLSA X 1 KG,0,57958.636267371003
1ACPF-14,MICROKEL FE 6 EDDHA,45017,NV,MICROS,EX,CAMPOFERT,MICROKEL FE 6 EDDHA,BOLSA X 500 GR,0,40870.038373677598
1ACPF-17,MICROKEL FE PREMIUM,45017,NV,MICROS,EX,CAMPOFERT,MICROKEL FE PREMIUM,BOLSA X 1 KG,0,42061.41031974923
1ACPF-08, MICROKEL MIX ,,NV,MICROS,EX,CAMPOFERT,MICROKEL MIX,BIDON X 1 LT,0,55176.621726537189
1ACPF-21,MICROKEL MN PREMIUM,45017,NV,MICROS,EX,CAMPOFERT,MICROKEL MN PREMIUM,BOLSA X 1 KG,0,47824.154725762128
1ACPF-30,MICROKEL MN PREMIUM,45017,NV,MICROS,EX,CAMPOFERT,MICROKEL MN PREMIUM,BULTO X 25 KG,0,1153012.5502927166
1ACPF-22,MICROKEL ZN PREMIUM,45017,NV,MICROS,EX,CAMPOFERT,MICROKEL ZN PREMIUM,BOLSA X 1 KG,0,44644.70953623778
1ISUM-01,MILBEKNOCK 1 CE ,44775,PC,ACARICIDA,AL,SUMMITAGRO,MILBEKNOCK 1 CE ,FRASCO X 500 CC,0,229775.04250851367
1ISUM-08,MILBEKNOCK 1 CE ,44775,PC,ACARICIDA,AL,SUMMITAGRO,MILBEKNOCK 1 CE ,FRASCO X 100 CC,0,60887.894506660727
1FPRF-06,MIRAGE 45 EC,45052,PC,FUNGICIDA,AL,ADAMA,MIRAGE 45 EC,BIDON X 1 LT,0,129184.27117197672
1ISUM-02,MITECLEAN 10 SC ,44861,PC,ACARICIDA,AL,SUMMITAGRO,MITECLEAN 10 SC ,FRASCO X 500 CC,0,600635.9436422037
1FSHA-02,MIXBON 325 SC,46001,PC,FUNGICIDA,DT,SHARDA,MIXBON 325 SC,BIDON X 1 LT,0,110774.59603200002
1FSHA-03,MIXBON 325 SC,46001,PC,FUNGICIDA,DT,SHARDA,MIXBON 325 SC,FRASCO X 250 CC,0,28888.303968000004
1AGEN-01,MOLIBDATO AMONIO,44932,NV,MICROS,CO,VARIOS,MOLIBDATO AMONIO ,BOLSA X 1 KG,0.19,177292.86209286208
1ACPF-18,MOLIB-K,45017,NV,MICROS,EX,CAMPOFERT,MOLIB-K,BOLSA X 500 GR,0,92800.056469242016
1FSUM-13,MONCUT 20 SC,44378,PC,FUNGICIDA,AL,SUMMITAGRO,MONCUT 20 SC,BIDON X 1 LT,0,135415.0724504526
1IBAY-65,MOVENTO OD150,44805,PC,INSECTICIDA,EX,BAYER,MOVENTO OD150,BIDON X 1 LT,0,611851.52064000012
1IBAY-59,MOVENTO OD150,45052,PC,INSECTICIDA,EX,BAYER,MOVENTO OD150,FRASCO X 200 CC,0,127982.64080000002
1IBAY-73,MOVENTO SMART SC 240,44805,PC,INSECTICIDA,EX,BAYER,MOVENTO SMART SC 240,BIDON X 1 LT,0,555313.5
1ABIO-09,MULTIHOJAS,45017,NV,FOLIAR,EX,BIO-CROP,MULTIHOJAS,BIDON X 1 LT,0,19353.465
1FINV-10,MUNICION 350 SC,45883,PC,FUNGICIDA,DT,INVESA,MUNICION 350 SC,BIDON X 1 LT,0,108552.15000000002
1MINN-03,MUSCARDIN WP,45744,BIO,FUNGICIDA,EX,INNOVAK,MUSCARDIN WP,BOLSA X 1 KG,0,78660.288
2FTCQ-01,NADIR ORGANIC ,45034,BIO,FERTILIZANTE,DT,TECNOQUIMICAS,NADIR ORGANIC SL ,BIDON X 1 LT,0,46962.267511578946
1FBAY-55,NATIVO SC 300,45052,PC,FUNGICIDA,EX,BAYER,NATIVO SC 300,BIDON X 1 LT,0,152974.61513599998
1FBAY-58, NATIVO SC 300 ,45392,PC,FUNGICIDA,EX,BAYER,NATIVO SC 300,GALON X 5 LT,0,628683.61679999996
1ASTO-31,NBX + Mo,45052,NV,MICROS,EX,CORTEVA,NBX + Mo,BIDON X 1 LT,0,90127.51019999999
1EIBC-05,NEEMAZAL ,44970,BIO,INSECTICIDA,AL,IBICOL,NEEMAZAL,GALON X 5 LT,0,1540890
1EIBC-01,NEEMAZAL ,44970,BIO,INSECTICIDA,AL,IBICOL,NEEMAZAL ,BIDON X 1 LT,0,324184.29120000004
1MINN-01,NEMA ROOT,45017,BIO,NEMATICIDA,EX,INNOVAK,NEMA ROOT X 1 KG,BOLSA X 1 KG,0,205880.83200000002
1MBIO-51,NEMOCROP PLUS SC,45610,BIO,NEMATICIDA,EX,BIO-CROP,NEMOCROP PLUS SC,BIDON X 1 LT,0,77624.137499999997
1MBIO-24,NEMOCROP WP,44532,BIO,NEMATICIDA,EX,BIO-CROP,NEMOCROP WP,FRASCO X 500 GR,0,41519.887499999997
1MBIO-36,NEMOCROP WP,,BIO,NEMATICIDA,EX,BIO-CROP,NEMOCROP WP,BOLSA X 1 KG,0,77346.412500000006
1IPRF-33,NILO SC,45052,PC,INSECTICIDA,AL,ADAMA,NILO SC,BIDON X 1 LT,0,145686.59452123591
1FTCQ-15,NIRVAN 62.5 WG,45121,PC,FUNGICIDA,DT,TECNOQUIMICAS,NIRVAN 62.5 WG,BOLSA X 500 GR,0,239760.8388631579
2SHYD-03,NITRATO CALCIO CALCINIT,45881,NV,FERTIRRIEGO,EX,SQM,NITRATO CALCIO CALCINIT,BULTO X 25 KG,0,79581.521066666683
2FSVC-11,NITRO TECH CE,45436,NV,FERTIRRIEGO,EX,SAVITOL,NITRO TECH CE,BIDON X 1 LT,0,180278.78400000001
2SNUP-02,NITRO XTEND+S XP,45209,NV,EDAFICO,CO,VARIOS,NITRO XTEND+S XP X 50 KG,BULTO X 50 KG,0,179136.14400000003
1ABIO-10,NITROBIOL WP,,BIA,INOCULANTE,EX,BIO-CROP,NITROBIOL WP,BOLSA X 1 KG,0,131403.6
1OBIO-08,NITRON COMBO SL,44977,NV,FOLIAR,EX,BIO-CROP,NITRON COMBO SL,CANECA X 20 LT,0,274376.43
2FSVC-01,NOI-1 CS,45436,NV,FERTIRRIEGO,EX,SAVITOL,NOI-1 CS,BIDON X 1 LT,0,282100.26240000001
1AITR-37,NONSTOP,44890,BIO,FOLIAR,EX,INTEROC,NONSTOP,BULTO X 5 KG,0,368245.93259520008
1AITR-01,NOVAPLANT CA B ZN,43203,NV,FOLIAR,EX,INTEROC,NOVAPLANT CA+B+ZN,BIDON X 1 LT,0,41527.059305253257
1AITR-28,NOVAPLANT CA B ZN,45017,NV,FOLIAR,EX,INTEROC,NOVAPLANT CA+B+ZN,CANECA X 20 LT,0,643085.4176846249
1MBIO-02,NUFOSOL SL ,44977,BIA,INOCULANTE,EX,BIO-CROP,NUFOSOL SL ,CANECA 20 LT,0,158422.27499999999
1MBIO-09,NUFOSOL SL ,45538,BIA,INOCULANTE,EX,BIO-CROP,NUFOSOL SL ,GARRAFA X 4 LT,0,58638.327499999992
1ACLN-15,NUTRIFOLIAR COMPLETO,45017,NV,FOLIAR,AL,COLINAGRO,NUTRIFOLIAR COMPLETO,BIDON X 1 LT,0,29450.760717971996
1OINN-02,NUTRIMAK,45702,BIO,FOLIAR,EX,INNOVAK,NUTRIMAK,CANECA X 20 LT,0,847314
1OINN-03,NUTRIMAK + CORRECTOR,45702,BIO,FOLIAR,EX,INNOVAK,NUTRIMAK + CORRECTOR,BIDON X 1 LT,0,34273.044000000002
1OINN-04,NUTRIMAK + CORRECTOR,45702,BIO,FOLIAR,EX,INNOVAK,NUTRIMAK + CORRECTOR,CANECA X 20 LT,0,644200.12800000003
1OINN-05,NUTRIMAK + V,45702,BIO,FOLIAR,EX,INNOVAK,NUTRIMAK + V,BIDON X 1 LT,0,60567.155999999995
1AMAG-04,NUTRIPHITE P(FOL) 4308 ,45017,BIO,INDUCTOR,DT,MAGRO,NUTRIPHITE P(FOL) 4-30-8 ,BIDON X 1 LT,0,129155.80656521741
1AMAG-01,NUTRIPHITE P+K,45017,BIO,INDUCTOR,DT,MAGRO,NUTRIPHITE P+K,BIDON X 1 LT,0,108571.90132173913
2FSTO-02,NUTRIPLEX NPK 20 + MENORES,,NV,MICROS,EX,CORTEVA,NUTRIPLEX NPK20  + MENORES,BULTO X 25 KG,0,608636.02800000005
2FDVA-01,NUTRISIDE SL,45630,NV,FERTIRRIEGO,DT,DVA,NUTRISIDE SL,BIDON X 1 LT,0,117990.00000000001
1RINN-08,NUTRISORB L,45369,BIA,ACOND SUELOS,EX,INNOVAK,NUTRISORB L,CANECA X 20 LT,0,1056807.648
1RINN-01,NUTRISORB L,45017,BIA,ACOND SUELOS,EX,INNOVAK,NUTRISORB L X 1 LT,BIDON X 1 LT,0,59628.441600000013
1ASTO-01,NUTRIZYME,45052,BIA,BIOESTIMULANTE,EX,CORTEVA,NUTRIZYME,BIDON X 1 LT,0,66659.1198
1ASTO-02,NUTRIZYME,45052,BIA,BIOESTIMULANTE,EX,CORTEVA,NUTRIZYME,GALON X 4 LT,0,254178.94319999998
1IBAY-54,OBERON 240 SC,44458,PC,ACARICIDA,EX,BAYER,OBERON 240 SC,BIDON X 1 LT,0,447010.08320000005
1IBAY-66,OBERON SPEED SC 240,45052,PC,ACARICIDA,EX,BAYER,OBERON SPEED SC 240,BIDON X 1 LT,0,517073.6038000001
1ISUM-21, OMI-88 15 EC ,45390,PC,INSECTICIDA,AL,SUMMITAGRO,OMI-88 15 EC,BIDON X 1 LT,0,368668.71979302575
1FBSF-15,OPERA SC,45052,PC,FUNGICIDA,AL,BASF,OPERA SC,BIDON X 1 LT,0,181756.02812500001
1ISUM-10,OPORTUNE 25 SC ,44838,PC,INSECTICIDA,AL,SUMMITAGRO,OPORTUNE 25 SC ,BIDON X 1 LT,0,246019.14437860652
1OGLG-08,OPTIMAR,45688,NV,FOLIAR,EX,MP GALAGRO,OPTIMAR,BIDON X 1 LT,0,76941.899999999994
1OGLG-09,OPTIMAR,45688,NV,FOLIAR,EX,MP GALAGRO,OPTIMAR,GARRAFA X 5 LT,0,356671.35
1OGLG-10,OPTIMAR,45688,NV,FOLIAR,EX,MP GALAGRO,OPTIMAR,CANECA X 20 LT,0,1296275.3999999999
1CITR-01,OPTIWATER,44977,PC,COADYUVANTE,EX,INTEROC,OPTIWATER,BIDON X 1 LT,0.19,42236.126743985566
1IPRF-17,ORTHENE 75% PS,45052,PC,INSECTICIDA,AL,ADAMA,ORTHENE 75% PS,BOLSA X 1 KG,0,98953.675660797453
1FPRF-07,ORTHOCIDE 50% PM,45052,PC,FUNGICIDA,AL,ADAMA,ORTHOCIDE 50% PM,BOLSA X 1 KG,0,37861.071266666666
1BOSM-03,OSMAKER,45017,BIA,BIOESTIMULANTE,EX,OSMOXYZ,OSMAKER,BIDON X 1 LT,0,149977.61064
1BOSM-02,OSMHOLEVER,45017,BIA,BIOESTIMULANTE,EX,OSMOXYZ,OSMHOLEVER,BIDON X 1 LT,0,92964.94200000001
1FGEN-01,OXICLORURO DE COBRE ,42619,PC,FUNGICIDA,CO,VARIOS,OXICLORURO DE COBRE ,BOLSA X 1 KG,0,14279.49
1HINV-24,PANZER 480,45496,PC,HERBICIDA,DT,INVESA,PANZER 480,CANECA X 20 LT,0,306065.14199999999
1HINV-04,PANZER 480,44686,PC,HERBICIDA,DT,INVESA,PANZER 480,BIDON X 1 LT,0,18659.592000000001
1HINV-05,PANZER 480,45093,PC,HERBICIDA,DT,INVESA,PANZER 480,GALON X 4 LT,0,71680.14
1HINV-06,PANZER 747 WG,44655,PC,HERBICIDA,DT,INVESA,PANZER 747 WG,SOBRE X 50 GR,0,3161.9348571428577
1HINV-14, PARTNER 50 WP,45223,PC,HERBICIDA,DT,INVESA,PARTNER 50 WP,SOBRE X 100 GR,0,19211.413714285714
1HINV-20, PARTNER 50 WP,45496,PC,HERBICIDA,DT,INVESA,PARTNER 50 WP,BOLSA X 1 KG,0,81567.383999999991
1IASV-02,PHYTOCLEAN ,44666,BIO,JABON ,EX,AGROLOGICA,PHYTOCLEAN ,GALON X 4 LT,0.19,545113.80000000005
1IASV-01,PHYTOCLEAN ,44666,BIO,JABON ,EX,AGROLOGICA,PHYTOCLEAN ,BIDON X 1 LT,0.19,121646.44799999999
1ISUM-22,PILARFORCE SC,45771,PC,FUNGICIDA,EX,SUMMITAGRO,PILARFORCE SC,BIDON X 1 LT,0,476173.95173052629
1ISEI-02,PIRECRIS EC,45986,BIO,INSECTICIDA,EX,SEIPASA,PIRECRIS EC,GALON X 5 LT,0,973246.40009280015
1ISEI-01,PIRECRIS EC,45905,BIO,INSECTICIDA,EX,SEIPASA,PIRECRIS EC,BIDON X 1 LT,0,195869.62987200002
1IBAY-80,PLENEXOS CARE WG 4.8,45748,PC,INSECTICIDA,EX,BAYER,PLENEXOS CARE WG 4.8,SOBRE X 750 GR,0,231108.3
1FSUM-24,PLUG WG,45728,PC,FUNGICIDA,AL,SUMMITAGRO,PLUG WG,BOLSA X 500 GR,0,261163.60518419926
1ESFR-02,POLYCAL ,,BIO,FUNGICIDA,DT,SAFER,POLYCAL ,BIDON X 1 LT,0,31947.696000000007
1CACU-17, PORTADOR ,,PC,COADYUVANTE,DT,SYS,PORTADOR SYS,GALON X 4 LT,0.19,82157.398400273858
1CINV-02,POTENZOL 3000 SL,46128,PC,COADYUVANTE,DT,INVESA,POTENZOL 3000 SL,CANECA X 20 LT,0.19,528948.52658227866
1CINV-01,POTENZOL 3000 SL,45496,PC,COADYUVANTE,DT,INVESA,POTENZOL 3000 SL,GALON X 4 LT,0.19,105207.7564556962
1CINV-03,POTENZOL 900 SL,46128,PC,COADYUVANTE,DT,INVESA,POTENZOL 900 SL,CANECA X 20 LT,0.19,286027.16151898733
1FITR-20,PRAGA 600 SC ,45017,PC,FUNGICIDA,EX,INTEROC,PRAGA 600 SC ,BIDON X 1 LT,0,87542.753344778146
1FITR-01,PREDOSTAR ,45017,PC,FUNGICIDA,EX,INTEROC,PREDOSTAR ,SOBRE X 300 GR,0,20729.683674456523
1FBAY-48,PREVALOR,44458,PC,FUNGICIDA,EX,BAYER,PREVALOR,BIDON X 1 LT,0,154307.33840000001
8PCRY-63,PRICE CHOOPER UNIVERSAL,45909,DPV,POSCOSECHA,DT,CHRYSAL,PRICE CHOOPER UNIVERSAL,CAJA SACHETS 5 X 2000 UDS,0.19,277790.87976480002
8PCRY-64,PRICE CHOOPER UNIVERSAL,45909,DPV,POSCOSECHA,DT,CHRYSAL,PRICE CHOOPER UNIVERSAL,CAJA SACHETS 10 X 1000 UDS,0.19,268542.36104400002
