Fecha,Grupo,Variedad / Serie,Tallos frescos,Tallos secos,Bloque,¿Cierre cama?,Notas,,CLAVE_LOTE (auto)
dd/mm/aaaa,seleccionar grupo,se llena con desplegable,solo frescos,los que van a seco,"ej: 4A, 3B, Inv5",escribir CIERRE,observación del día,,
2026-07-23,Statice,Mix,198,,Inv3b,,,,Statice|Mix|Inv3b
2026-07-23,Statice,Mix,192,,Inv4c,,,,Statice|Mix|Inv4c
2026-07-23,Green Ball,Punky Ball,100,,Inv4a,,,,Green Ball|Punky Ball|Inv4a
2026-07-23,Lisianthus,Mix,200,,Inv3b,,,,Lisianthus|Mix|Inv3b
2026-07-23,Zinnia,Mix,120,,Inv4b,,,,Zinnia|Mix|Inv4b
2026-07-23,Celosia,Shimmer Mix,200,,Inv3b,,,,Celosia|Shimmer Mix|Inv3b
2026-07-23,Ammi,Ammi Majus,100,,Inv4,,,,Ammi|Ammi Majus|Inv4
2026-07-23,Strawflower,Mix,70,,Inv6,,,,Strawflower|Mix|Inv6
2026-07-24,Gomphrena,Raspberry Cream,80,,Inv5,,,,Gomphrena|Raspberry Cream|Inv5
2026-07-24,Dusty Miller,New Look,40,,Inv5,,,,Dusty Miller|New Look|Inv5
2026-07-24,Lisianthus,Mix,260,,Inv3b ,,,,Lisianthus|Mix|Inv3b 
2026-07-24,Matricaria,Snowball,60,,Inv3,,,,Matricaria|Snowball|Inv3
2026-07-24,Matricaria,Vegmo Single,60,,Inv3,,,,Matricaria|Vegmo Single|Inv3
2026-07-24,Statice,Mix,100,,Inv4c,,,,Statice|Mix|Inv4c
2026-07-24,Ammi,Ammi Majus,63,,Inv6,,,,Ammi|Ammi Majus|Inv6
2026-07-24,Celosia,Dreams Mix,120,,Inv2,,,,Celosia|Dreams Mix|Inv2
2026-07-24,Zinnia,Mix,50,,Inv2,,,,Zinnia|Mix|Inv2
2026-07-26,Gomphrena,Raspberry Cream,50,,Inv5,,,,Gomphrena|Raspberry Cream|Inv5
2026-07-26,Boca de Dragón,Cannes Light Bronze,100,,Inv3c,,,,Boca de Dragón|Cannes Light Bronze|Inv3c
2026-07-26,Boca de Dragón,Cannes Red,100,,Inv4a,,,,Boca de Dragón|Cannes Red|Inv4a
2026-07-26,Matricaria,Vegmo Single,60,,Inv3b,,,,Matricaria|Vegmo Single|Inv3b
2026-07-26,Lisianthus,Mix,150,,Inv3b ,,,,Lisianthus|Mix|Inv3b 
2026-07-26,Celosia,Shimmer Mix,200,,Inv3a,,,,Celosia|Shimmer Mix|Inv3a
2026-07-26,Ammi,Ammi Majus,63,,Inv4,,,,Ammi|Ammi Majus|Inv4
2026-07-26,Statice,Mix,120,,Inv3a,,,,Statice|Mix|Inv3a
2026-07-26,Statice,Mix,120,,Inv4b,,,,Statice|Mix|Inv4b
2026-07-26,Zinnia,Mix,215,,Inv4b ,,,,Zinnia|Mix|Inv4b 
2026-07-27,Statice,Mix,160,,Inv3b,,,,Statice|Mix|Inv3b
2026-07-27,Statice,Mix,215,,Inv4c,,,,Statice|Mix|Inv4c
2026-07-27,Zinnia,Mix,120,,Inv4b,,,,Zinnia|Mix|Inv4b
2026-07-27,Boca de Dragón,Cannes Light Bronze,110,,Inv4b,,,,Boca de Dragón|Cannes Light Bronze|Inv4b
2026-07-27,Boca de Dragón,Cannes Red,80,,Inv4a,,,,Boca de Dragón|Cannes Red|Inv4a
2026-07-27,Matricaria,Snowball,100,,Inv3b,,,,Matricaria|Snowball|Inv3b
2026-07-27,Celosia,Shimmer Mix,100,,Inv3b,,,,Celosia|Shimmer Mix|Inv3b
2026-07-27,Ammi,Ammi Majus,35,,Inv4,,,,Ammi|Ammi Majus|Inv4
2026-07-27,Strawflower,Mix,100,,Inv6,,,,Strawflower|Mix|Inv6
2026-07-27,Lisianthus,Mix,50,,Inv3b ,,,,Lisianthus|Mix|Inv3b 
2026-07-27,Green Ball,Punky Ball,100,,Inv4a,,,,Green Ball|Punky Ball|Inv4a
2026-07-27,Boca de Dragón,Monaco Dark Pink,23,,Inv5,,,,Boca de Dragón|Monaco Dark Pink|Inv5
2026-07-28,Boca de Dragón,Cannes Light Bronze,150,,Inv4b,,,,Boca de Dragón|Cannes Light Bronze|Inv4b
2026-07-28,Boca de Dragón,Cannes Red,150,,Inv4a,,,,Boca de Dragón|Cannes Red|Inv4a
2026-07-28,Green Ball,Punky Ball,100,,Inv4a,,,,Green Ball|Punky Ball|Inv4a
2026-07-28,Statice,Mix,100,,Inv4c,,,,Statice|Mix|Inv4c
2026-07-28,Celosia,Shimmer Mix,100,,Inv3a,,,,Celosia|Shimmer Mix|Inv3a
2026-07-29,Boca de Dragón,Cannes Light Bronze,100,,Inv3c,,,,Boca de Dragón|Cannes Light Bronze|Inv3c
2026-07-29,Boca de Dragón,Cannes Red,100,,Inv4a ,,,,Boca de Dragón|Cannes Red|Inv4a 
2026-07-29,Zinnia,Mix,100,,Inv2,,,,Zinnia|Mix|Inv2
2026-07-29,Lisianthus,Mix,340,,Inv3b ,,,,Lisianthus|Mix|Inv3b 
2026-07-29,Green Ball,Punky Ball,115,,Inv4a ,,,,Green Ball|Punky Ball|Inv4a 
2026-07-29,Ammi,Ammi Majus,50,,Inv4,,,,Ammi|Ammi Majus|Inv4
2026-07-29,Statice,Mix,100,,Inv3a,,,,Statice|Mix|Inv3a
2026-07-29,Statice,Mix,100,,Inv3b ,,,,Statice|Mix|Inv3b 
2026-07-29,Celosia,Shimmer Mix,110,,Inv3a,,,,Celosia|Shimmer Mix|Inv3a
2026-07-29,Matricaria,Snowball,100,,Inv3,,,,Matricaria|Snowball|Inv3
2026-07-30,Statice,Mix,80,,Inv3b ,,,,Statice|Mix|Inv3b 
2026-07-30,Statice,Mix,210,,Inv4c,,,,Statice|Mix|Inv4c
2026-07-30,Ammobium,Ammobium Alatum,100,,Inv3,,,,Ammobium|Ammobium Alatum|Inv3
2026-07-30,Green Ball,Punky Ball,100,,Inv4a ,,,,Green Ball|Punky Ball|Inv4a 
2026-07-30,Matricaria,Vegmo Single,140,,Inv3b ,,,,Matricaria|Vegmo Single|Inv3b 
2026-07-30,Statice,Mix,150,,Inv3a,,,,Statice|Mix|Inv3a
2026-07-30,Lisianthus,Mix,310,,Inv3b ,,,,Lisianthus|Mix|Inv3b 
2026-07-30,Boca de Dragón,Cannes Red,200,,Inv4a ,,,,Boca de Dragón|Cannes Red|Inv4a 
2026-07-30,Boca de Dragón,Cannes Light Bronze,100,,Inv3c,,,,Boca de Dragón|Cannes Light Bronze|Inv3c
2026-07-30,Dusty Miller,New Look,50,,Inv5,,,,Dusty Miller|New Look|Inv5
2026-07-30,Celosia,Shimmer Mix,100,,Inv3a,,,,Celosia|Shimmer Mix|Inv3a
2026-07-30,Ammi,Ammi Majus,90,,Inv4,,,,Ammi|Ammi Majus|Inv4
2026-07-30,Ammi,Ammi Majus,60,,Inv6,,,,Ammi|Ammi Majus|Inv6
2026-07-30,Boca de Dragón,Cannes Red,100,,Inv4a ,,,,Boca de Dragón|Cannes Red|Inv4a 
2026-07-31,Matricaria,Snowball,60,,Inv3b,,,,Matricaria|Snowball|Inv3b
2026-07-31,Celosia,Shimmer Mix,90,,Inv3b ,,,,Celosia|Shimmer Mix|Inv3b 
2026-07-31,Green Ball,Punky Ball,100,,Inv4a,,,,Green Ball|Punky Ball|Inv4a
2026-07-31,Ammobium,Ammobium Alatum,130,,Inv3,,,,Ammobium|Ammobium Alatum|Inv3
2026-07-31,Boca de Dragón,Cannes Red,100,,Inv4a ,,,,Boca de Dragón|Cannes Red|Inv4a 
2026-07-31,Ammi,Ammi Majus,22,,Inv4,,,,Ammi|Ammi Majus|Inv4
2026-07-31,Dusty Miller,New Look,60,,Inv5,,,,Dusty Miller|New Look|Inv5
2026-07-31,Ammi,Ammi Majus,60,,Inv4,,,,Ammi|Ammi Majus|Inv4
2026-07-31,Statice,Mix,100,,3a+3b+4c,,,,Statice|Mix|3a+3b+4c
2026-08-02,Green Ball,Punky Ball,200,,Inv4a,,,,Green Ball|Punky Ball|Inv4a
2026-08-02,Boca de Dragón,Cannes Red,100,,Inv4a,,,,Boca de Dragón|Cannes Red|Inv4a
2026-08-02,Lisianthus,Mix,350,,Inv3b,,,,Lisianthus|Mix|Inv3b
2026-08-02,Celosia,Mix,100,,Inv3a,,,,Celosia|Mix|Inv3a
2026-08-02,Statice,Hipster White,60,,Inv4a,,,,Statice|Hipster White|Inv4a
2026-08-02,Dusty Miller,New Look,100,,Inv5,,,,Dusty Miller|New Look|Inv5
2026-08-02,Amaranto,Emerald Tails,200,,Inv5,,,,Amaranto|Emerald Tails|Inv5
2026-08-02,Gomphrena,Raspberry Cream,40,,Inv5,,,,Gomphrena|Raspberry Cream|Inv5
2026-08-03,Celosia,Mix,200,,Inv3a,,,,Celosia|Mix|Inv3a
2026-08-03,Statice,Hipster White,100,,Inv4a,,,,Statice|Hipster White|Inv4a
2026-08-03,Statice,Forever Happy,100,,Inv3b,,,,Statice|Forever Happy|Inv3b
2026-08-03,Matricaria,Snowball,45,,Inv3b,,,,Matricaria|Snowball|Inv3b
2026-08-03,Ammi,Ammi Majus,60,,ext4,,,,Ammi|Ammi Majus|ext4
2026-08-03,Boca de Dragón,Cannes Red,120,,Inv4a,,,,Boca de Dragón|Cannes Red|Inv4a
2026-08-04,Ammi,Ammi Majus,50,,ext4,,,,Ammi|Ammi Majus|ext4
2026-08-04,Matricaria,Mix,56,,4a,,,,Matricaria|Mix|4a
2026-08-04,Boca de Dragón,Cannes Red,60,,4a,,,,Boca de Dragón|Cannes Red|4a
2026-08-04,Green Ball,Punky Ball,120,,4a,,,,Green Ball|Punky Ball|4a
2026-08-04,Amaranto,Emerald Tails,80,,5,,,,Amaranto|Emerald Tails|5
2026-08-04,Statice,Forever Happy,52,,3b,,,,Statice|Forever Happy|3b
2026-08-04,Ammobium,Ammobium Alatum,100,,ext3b,,,,Ammobium|Ammobium Alatum|ext3b
2026-08-04,Ammi,Ammi Majus,44,,ext4,,,,Ammi|Ammi Majus|ext4
2026-08-04,Statice,Hipster White,120,,4c,,,,Statice|Hipster White|4c
2026-08-04,Statice,Forever Happy,80,,3b,,,,Statice|Forever Happy|3b
2026-08-04,Celosia,Mix,120,,3a,,,,Celosia|Mix|3a
2026-08-04,Strawflower,Mix,12,,ext6,,,,Strawflower|Mix|ext6
2026-08-04,Green Ball,Punky Ball,100,,4a,,,,Green Ball|Punky Ball|4a
2026-08-05,Ammi,Ammi Majus,35,,ext4,,,,Ammi|Ammi Majus|ext4
2026-08-05,Celosia,Mix,200,,3a,,,,Celosia|Mix|3a
2026-08-05,Lisianthus,Mix,300,,3b,,,,Lisianthus|Mix|3b
2026-08-05,Boca de Dragón,Opus Pink,60,,3b,,,,Boca de Dragón|Opus Pink|3b
2026-08-05,Gomphrena,Raspberry Cream,50,,5,,,,Gomphrena|Raspberry Cream|5
2026-08-05,Statice,Mix,300,,3a+3b+4c,,,,Statice|Mix|3a+3b+4c
2026-08-05,Matricaria,Mix,12,,4a,,,,Matricaria|Mix|4a
2026-08-05,Amaranto,Emerald Tails,50,,5,,,,Amaranto|Emerald Tails|5
2026-08-05,Boca de Dragón,Opus Appleblossom,40,,3b,,,,Boca de Dragón|Opus Appleblossom|3b
2026-09-06,Boca de Dragón,Opus Appleblossom,120,,3b,,,,Boca de Dragón|Opus Appleblossom|3b
2026-09-06,Statice,Mix,140,,3a+3b+4c,,,,Statice|Mix|3a+3b+4c
2026-09-06,Ammobium,Ammobium Alatum,100,,3b,,,,Ammobium|Ammobium Alatum|3b
2026-09-06,Lisianthus,Mix,170,,3b,,,,Lisianthus|Mix|3b
2026-09-06,Matricaria,,21,,4a,,,,Matricaria||4a
2026-09-06,Gomphrena,Raspberry Cream,50,,5,,,,Gomphrena|Raspberry Cream|5
2026-09-06,Boca de Dragón,Opus Pink,50,,3b,,,,Boca de Dragón|Opus Pink|3b
2026-09-06,Ammi,Ammi Majus,10,,ext4,,,,Ammi|Ammi Majus|ext4
2026-09-06,Ammobium,Ammobium Alatum,100,,ext3b,,,,Ammobium|Ammobium Alatum|ext3b
2026-09-06,Green Ball,Punky Ball,100,,4a,,,,Green Ball|Punky Ball|4a
2026-09-06,Lisianthus,Mix,100,,3b,,,,Lisianthus|Mix|3b
2026-09-06,Statice,Mix,180,,3a+3b+4c,,,,Statice|Mix|3a+3b+4c
2026-09-06,Celosia,Shimmer Mix,100,,3a,,,,Celosia|Shimmer Mix|3a
2026-09-06,Gomphrena,Raspberry Cream,25,,5,,,,Gomphrena|Raspberry Cream|5
2026-09-07,Dusty Miller,New Look,70,,5,,,,Dusty Miller|New Look|5
2026-09-07,Statice,Mix,400,,3a+3b+4c,,,,Statice|Mix|3a+3b+4c
2026-09-07,Celosia,Mix,370,,3a,,,,Celosia|Mix|3a
2026-09-07,Green Ball,Punky Ball,200,,4a,,,,Green Ball|Punky Ball|4a
2026-09-07,Lisianthus,Mix,350,,3b,,,,Lisianthus|Mix|3b
2026-09-07,Boca de Dragón,Opus Pink,120,,3b,,,,Boca de Dragón|Opus Pink|3b
2026-09-07,Ammobium,Ammobium Alatum,100,,ext3b,,,,Ammobium|Ammobium Alatum|ext3b
2026-09-07,Boca de Dragón,Opus Pink,50,,3b,,,,Boca de Dragón|Opus Pink|3b
2026-09-09,Ammi,Ammi Majus,60,,ext4,,,,Ammi|Ammi Majus|ext4
2026-09-09,Celosia,Dreams Mix,150,,2,,,,Celosia|Dreams Mix|2
2026-09-09,Lisianthus,Mix,235,,3b,,,,Lisianthus|Mix|3b
2026-09-09,Boca de Dragón,Mix,220,,3b,,,,Boca de Dragón|Mix|3b
2026-09-09,Statice,Mix,234,,3a+3b+4c,,,,Statice|Mix|3a+3b+4c
2026-09-09,Ammobium,Ammobium Alatum,100,,ext3b,,,,Ammobium|Ammobium Alatum|ext3b
2026-09-09,Celosia,Mix,190,,3a,,,,Celosia|Mix|3a
2026-09-09,Trachellium,White Lake,60,,mini,,,,Trachellium|White Lake|mini
2026-09-09,Dahlias,,50,,2,,,,Dahlias||2
2026-09-09,Colitas de conejo,,200,,2,,,,
2026-09-10,Dusty Miller,Silver Dust,50,,5,,,,Dusty Miller|Silver Dust|5
2026-09-10,Esparrago,,15,,2,,,,Esparrago||2
2026-09-10,Ammi,Ammi Majus,50,,ext4,,,,Ammi|Ammi Majus|ext4
2026-09-10,Gomphrena,Raspberry Cream,50,,5,,,,Gomphrena|Raspberry Cream|5
2026-09-10,Statice,Mix,200,,3a+3b+4c,,,,Statice|Mix|3a+3b+4c
2026-09-10,Boca de Dragón,Mix,85,,3b,,,,Boca de Dragón|Mix|3b
2026-09-10,Dusty Miller,New Look,110,,5,,,,Dusty Miller|New Look|5
2026-09-10,Celosia,Enda Rose,37,,3a,,,,Celosia|Enda Rose|3a
2026-09-10,Amaranto,Emerald Tails,15,,2,,,,Amaranto|Emerald Tails|2
2026-09-10,Trachellium,White Lake,100,,mini,,,,Trachellium|White Lake|mini
2026-09-11,Esparrago,,15,,2,,,,Esparrago||2
2026-09-11,Celosia,Mix,280,,3a,,,,Celosia|Mix|3a
2026-09-11,Ammobium,Ammobium Alatum,100,,ext3b,,,,Ammobium|Ammobium Alatum|ext3b
2026-09-11,Colitas de conejo,,200,,2,,,,Colitas de conejo||2
2026-09-11,Lisianthus,Mix,90,,3b,,,,Lisianthus|Mix|3b
2026-09-11,Trachellium,White Lake,40,,mini,,,,Trachellium|White Lake|mini
2026-09-11,Boca de Dragón,Mix,230,,3b+3c,,,,Boca de Dragón|Mix|3b+3c
2026-09-11,Green Ball,Punky Ball,190,,4z,,,,Green Ball|Punky Ball|4z
2026-09-11,Statice,Mix,170,,3b+4c,,,,Statice|Mix|3b+4c
2026-09-12,Ammobium,Ammobium Alatum,100,,ext3b,,,,Ammobium|Ammobium Alatum|ext3b
2026-09-12,Gomphrena,Raspberry Cream,80,,5,,,,Gomphrena|Raspberry Cream|5
2026-09-12,Celosia,Dreams Mix,120,,2,,,,Celosia|Dreams Mix|2
2026-09-12,Celosia,Mix,500,,3a,,,,Celosia|Mix|3a
2026-09-12,Green Ball,Punky Ball,100,,4a,,,,Green Ball|Punky Ball|4a
2026-09-12,Strawflower,Mix,33,,ext6,,,,Strawflower|Mix|ext6
2026-09-12,Lisianthus,Mix,240,,3b,,,,Lisianthus|Mix|3b
2026-09-12,Dusty Miller,New Look,50,,5,,,,Dusty Miller|New Look|5
2026-09-12,Esparrago,,10,,2,,,,Esparrago||2
2026-09-12,Dahlias,,40,,2,,,,Dahlias||2
2026-09-12,Boca de Dragón,Mix,250,,3a+3b+3c,,,,Boca de Dragón|Mix|3a+3b+3c
2026-09-12,Celosia,Enda Rose,30,,3a,,,,Celosia|Enda Rose|3a
2026-09-12,Statice,Forever Happy,110,,3a,,,,Statice|Forever Happy|3a
